-21.037819,483.913416,87.501756
65.326724,782.003415,-128.281767
-576.275546,-702.082064,407.296105
625.391183,-527.209607,746.735773
-178.983257,267.265341,-107.477007
249.055958,344.423734,-212.653785
-802.612421,-349.586280,-272.112644
970.509758,520.732217,293.587421
469.109496,96.623103,592.083604
-967.825645,475.198674,-768.704340
149.787916,-962.439914,980.140237
853.717314,319.136718,306.969891
-456.040164,290.141643,-832.784970
-525.458403,187.373637,-285.763845
-83.029220,427.389001,-809.354117
520.700550,-403.135204,264.025108
-768.246477,-747.880978,839.662858
-46.065421,50.701742,-192.889188
-164.409936,425.080747,675.716048
-269.689138,578.133196,16.855083
-11.073010,712.020744,-667.497642
-214.691762,-189.015823,-612.283992
-149.151856,360.991183,-638.695385
-753.062895,-380.099747,-16.986072
93.014577,-814.123820,-11.207570
242.714147,336.283605,-499.533713
-893.069594,-969.340566,488.259972
-610.717214,370.394713,-19.635475
99.715611,730.746661,809.648576
873.118944,249.339788,-821.675336
424.407889,687.004769,-626.232855
212.371941,-762.185750,-461.580357
288.083663,592.261891,974.880079
-92.227060,-19.119988,-166.662528
615.022204,70.867776,-818.159383
504.491578,75.725851,-671.757414
395.814987,-721.420972,918.683101
764.623161,301.278069,-769.617610
-781.891218,524.178199,-23.659140
33.929613,-41.971671,-716.935986
389.449567,-291.553509,-299.972766
834.346525,125.338510,-30.974851
-560.813639,-448.717320,859.513493
-793.192255,319.223896,644.719236
481.014560,211.517485,-46.650858
902.337508,-92.530660,-15.612553
-212.387073,-564.504202,893.037047
292.218546,19.441685,-892.841933
-177.476698,708.940788,381.851085
-844.068281,-184.510183,887.555867
-45.969012,-205.983845,20.554436
-530.568802,-404.672835,756.415406
-585.712157,-723.341896,608.090770
-390.156475,23.763066,-142.524854
62.839970,-714.090134,-281.337868
-373.820126,-940.505873,530.669787
446.233684,957.283837,419.260009
825.487722,710.490571,813.856557
-508.195297,549.382551,-411.915799
-114.009035,-352.588656,-203.067497
532.400569,-162.829621,217.882329
-451.032381,425.362155,580.987303
-385.820675,-584.734316,-273.541968
635.464011,888.133097,-568.984773
177.555091,-685.657091,747.919534
475.835351,-423.157021,432.630587
67.725514,-222.252480,-46.914597
-950.904724,785.284314,690.392203
-308.614529,-62.849993,-774.232849
-882.879378,-112.699237,-921.604858
-445.741560,243.393426,968.747707
629.169276,419.861822,146.864993
-402.074726,-958.865594,-266.900914
-80.516909,345.549781,-765.301233
357.621143,-758.005653,-59.876816
27.995397,-394.566523,-207.926101
687.783356,875.813413,-754.634461
-960.794882,-600.878992,343.354924
-789.960015,-96.175632,802.497531
-438.234226,141.881245,955.043194
353.566178,586.510055,-863.660843
75.776660,805.137400,937.867465
600.487432,35.239820,117.293159
-667.329863,-965.979089,-180.307169
-123.513014,-317.320439,-794.045078
-918.622098,178.247358,-95.302657
870.527166,367.908614,-127.666073
-608.355397,581.158235,582.396191
-192.508119,-881.416545,-553.178422
-646.386001,-231.583072,226.209770
-847.055167,337.289025,-46.360766
632.653700,-292.845625,-552.381126
-556.058068,795.921397,-256.830862
661.460545,-320.642027,600.038267
828.010980,-639.494598,749.613242
-914.212436,-418.405474,545.323894
-970.329297,372.253109,-75.806653
-743.433760,-953.930763,-244.406136
-509.339086,-749.909259,782.073967
235.557679,-249.283971,-274.654764
807.050901,-879.693115,253.295828
-453.433477,-410.233237,607.556473
-363.944516,-694.455762,-801.472010
-754.489868,911.385459,-837.446951
-610.983737,245.628496,11.660218
-286.625008,467.049637,463.604617
-797.133636,957.084850,502.769507
829.922391,-243.012867,60.805214
779.630346,-501.052474,-514.342160
-351.654865,-20.180579,941.588220
266.115739,-88.812490,61.183939
929.598740,591.515736,-71.530743
-148.197320,40.081881,-230.439175
-718.925334,-795.028809,-971.014688
464.483223,-926.263438,504.870959
682.863803,-715.970951,512.346437
622.537598,172.736393,999.194959
-669.301115,-889.705410,-321.126390
964.830947,266.589876,-641.332479
611.086956,588.625855,-593.249797
-370.912402,-855.566549,-527.457410
-278.037979,513.086542,-868.663505
-916.015010,52.039693,-824.141473
-925.162010,155.591324,218.294878
279.455694,449.196959,-697.172677
600.992349,-78.119959,675.344167
-268.546258,767.310326,341.733920
-64.220495,-210.848203,775.904337
303.001263,-841.714459,577.833008
-266.999965,638.291352,-14.211635
-870.258682,573.892886,953.384404
-791.670100,-666.632383,-443.165017
759.888402,776.034387,-658.449385
